Hotel Name,Advertised Price,Total Price
Crown Inn Motel,The price is $109,$125 total
Rodeway Inn Capri,The price is $110,$129 total
Horizon Inn,The price is $110,$126 total
Piermont Jewel,The price is $110,$166 total
Lovely 1Bedroom - Minutes to EWR and NYC,The price is $110,$200 total
Kamway Lodge & Travel,The price is $110,$134 total
American Dream 10 mins! 1BDR,The price is $112,$252 total
Piermont Cozy Haven,The price is $115,$172 total
Lovely 1 bedroom rental unit.,The price is $115,$181 total
Coliseum Inn & Suites - Garden City Long Island,The price is $115,$129 total
Hotel Executive Suites,The price is $116,$133 total
APA Hotel Woodbridge,The price is $118,$135 total
Rodeway Inn Jersey City near Hoboken,The price is $119,$139 total
Inn at Jericho,The price is $119,$133 total
Pet Friendly Apartment minutes from NYC!,The price is $119,$255 total
Tappan Zee Hotel,The price is $120,$134 total
Red Roof Inn Fairfield,The price is $120,$138 total
Days Inn by Wyndham Nanuet / Spring Valley,The price is $120,$134 total
Haiban Inn,The price is $120,$140 total
Lovely Attic 1 Bedroom LOFT entire unit near nyc,The price is $120,$202 total
Stylish Luxe Apartment,The price is $120,$186 total
Cozy Exotic Studio Retreat,The price is $120,$189 total
Private room with its own private bathroom,The price is $120,$199 total
Hotel Mint JFK Airport,The price is $120,$142 total
Beautiful 1 Bedroom Apartment Entire Unit,The price is $125,$208 total
⭐️ Best Apt To Visit NYC-5 minutes to✈️EWR airport+Free Parking,The price is $125,$353 total
Super Lake Hotel,The price is $127,$149 total
Ramada by Wyndham East Orange,The price is $127,$142 total
Tides Motor Inn at Stehli Beach,The price is $129,$144 total
Rodeway Inn,The price is $129,$148 total
Knights Inn Brooklyn Sunset Park,The price is $129,$155 total
Ramada by Wyndham Rochelle Park Near Paramus,The price is $129,$148 total
NY Moore Hostel,The price is $130,$157 total
Studio 6 min to NYC station,The price is $130,$176 total
Charming Brick Row House close to NYC,The price is $130,$183 total
Nyack Jewel,The price is $130,$200 total
Comfort Inn Paramus,The price is $130,$149 total
Hampton Inn Linden,The price is $132,$151 total
Hidden Oasis w/B&B option....,The price is $132,$166 total
Extended Stay America Suites Elizabeth Newark Airport,The price is $133,$156 total
Hudson Plaza Motel Bayonne / Jersey City,The price is $133,$149 total
Best Western Brooklyn-Coney Island Inn,The price is $135,$158 total
Turkey Hill Inn,The price is $135,$155 total
A quiet apartment near to everything with free parking,The price is $135,$195 total
Cozy 3 bedroom basement apartment,The price is $135,$234 total
Premier 1 Bed Room Loft  Apt.  10 Minutes From Times Square,The price is $135,$268 total
Renovated 1 bedroom apartment 30 min train ride from manhattan,The price is $135,$269 total
"Robert Treat Hotel, BW Premier Collection",The price is $136,$157 total
Super 8 by Wyndham North Bergen NJ/NYC Area,The price is $137,$161 total
Mitchell Executive Hotel,The price is $137,$157 total
Ardsley Acres Hotel Westchester,The price is $139,$159 total
L 3 Downtown Newark Guesthouse,The price is $140,$184 total
Motel House,The price is $140,$176 total
Perfect near NYC,The price is $140,$196 total
This stylish place to stay is perfect for group trips to NYC!,The price is $140,$301 total
Voyage Hotel,The price is $140,$164 total
The Wayne Inn,The price is $141,$161 total
Comfort Suites at Woodbridge,The price is $141,$162 total
Rodeway Inn Meadowlands,The price is $143,$168 total
Quality Inn near Sunset Park,The price is $143,$168 total
Clinton Inn Hotel & Event Center,The price is $143,$164 total
SpringHill Suites by Marriott Woodbridge,The price is $144,$165 total
Courtyard by Marriott Newark Liberty International Airport,The price is $144,$166 total
Super 8 by Wyndham Nyack NY,The price is $144,$165 total
Mamas Love Apartment,The price is $145,$234 total
Super 8 by Wyndham Long Island City LGA Hotel,The price is $146,$171 total
Hampton Inn Woodbridge,The price is $147,$169 total
Excellent Location! Steps to Newark Penn Station!,The price is $148,$269 total
Rest Inn - Elizabeth,The price is $149,$171 total
Travelodge by Wyndham Jersey City,The price is $149,$174 total
Charming and Comfy,The price is $149,$288 total
Luxury Studio Suite- 5mins to EWR-close to NYC,The price is $149,$312 total
Grandview Hotel New York,The price is $149,$175 total
Essence Express Wayne,The price is $149,$171 total
Best Western Queens Court Hotel,The price is $150,$176 total
Latisha house,The price is $150,$176 total
Latisha luxury place ,The price is $150,$276 total
Studio at North Bergen close to NYC and mass transportation,The price is $150,$230 total
Private suite. Convenient to Capital Theater and HPN airport.  Free parking.,The price is $150,$246 total
Z & Z APARTMENT 3,The price is $150,$290 total
Luxurious townhouse. Safe and quiet neighborhood centrally located near all rest,The price is $150,$296 total
Quality Suites NYC Gateway,The price is $152,$179 total
Fairfield Inn & Suites Newark Liberty International Airport,The price is $152,$175 total
Umbrella Hotel Brooklyn,The price is $152,$178 total
Casa Azul Hotel Blu JFK,The price is $152,$190 total
Fairfield Inn by Marriott East Rutherford Meadowlands,The price is $152,$179 total
This location will make ur EYES Light UP,The price is $152,$260 total
"Home2 Suites by Hilton Rahway, NJ",The price is $152,$174 total
Days Inn by Wyndham Jersey City / NYC Area,The price is $153,$178 total
Highbridge Hotel,The price is $153,$179 total
Hampton Inn & Suites Newark Airport Elizabeth,The price is $154,$181 total
"Remodeled 2 bedroom apartment - close to NYC, MetLife, American Dream",The price is $154,$273 total
TRYP by Wyndham Newark Downtown,The price is $154,$178 total
Modern Cozy Apartment - Near American Dream Theme Park & NYC,The price is $155,$371 total
Union Hotel,The price is $156,$185 total
Extended Stay America Suites Meadowlands Rutherford,The price is $157,$184 total
Best Western Plus Newark Airport West,The price is $157,$181 total
"Holiday Inn Express Ramsey-Mahwah, an IHG Hotel",The price is $158,$181 total
Off Soho Suites Hotel,The price is $158,$186 total
Quality Inn JFK Airport Rockaway Blvd,The price is $158,$188 total
Howard Johnson by Wyndham Clifton NJ,The price is $159,$182 total
Howard Johnson Hotel by Wyndham Newark Airport,The price is $159,$183 total
Airway Inn at LaGuardia,The price is $159,$186 total
Hotel 369 Brooklyn,The price is $159,$186 total
Meadowlands Plaza Hotel,The price is $159,$187 total
Best Location!! Steps to Newark Penn Station,The price is $159,$300 total
"Comfy with Free Parking, 2 beds Near Airport, Park/Hospital!",The price is $159,$307 total
Townhouse Inn & Suites,The price is $160,$183 total
Days Hotel by Wyndham North Bergen /NYC Area,The price is $160,$188 total
The Westfield Inn | An elegant boutique hotel at New Jersey,The price is $160,$202 total
Quiet comfortable homelike apt 10 minutes from the airport.,The price is $160,$296 total
Brand New Decorative Studio Apt. in Bloomfield,The price is $160,$326 total
Cozy Single Family Home,The price is $160,$327 total
Ramada by Wyndham Rockville Centre,The price is $161,$179 total
Days Inn by Wyndham Brooklyn Marine Park,The price is $161,$192 total
Hampton Inn Carlstadt-At The Meadowlands,The price is $161,$189 total
Marriott Saddle Brook,The price is $161,$185 total
"Holiday Inn Express Newark Airport Elizabeth, an IHG Hotel",The price is $161,$185 total
Fairfield Inn & Suites by Marriott Woodbridge,The price is $161,$185 total
Relax and rejuvenate in this Hideaway Apartment close to public transportation .,The price is $161,$361 total
"Holiday Inn Westbury - Long Island, an IHG Hotel",The price is $161,$180 total
"Holiday Inn Newark International Airport, an IHG Hotel",The price is $161,$185 total
SureStay Hotel by Best Western Secaucus Meadowlands,The price is $161,$190 total
"Brooklyn Vybe Hotel, Ascend Hotel Collection",The price is $161,$196 total
Days Inn by Wyndham Ridgefield NJ,The price is $162,$190 total
SpringHill Suites by Marriott Newark Liberty International,The price is $163,$187 total
Steinway Hotel,The price is $163,$190 total
Piermont Gem,The price is $165,$240 total
Hampton Inn Ridgefield Park,The price is $166,$190 total
"Holiday Inn Express Woodbridge, an IHG Hotel",The price is $166,$190 total
Red Roof Inn PLUS+ Secaucus - Meadowlands - NYC,The price is $166,$195 total
"Crowne Plaza Newark Airport, an IHG Hotel",The price is $166,$191 total
Hilton Hasbrouck Heights/Meadowlands,The price is $166,$191 total
The Leo House,The price is $167,$197 total
"Crowne Plaza Englewood, an IHG Hotel",The price is $167,$191 total
The Brooklyn,The price is $168,$219 total
The Central Park North,The price is $169,$197 total
Travelodge by Wyndham Manhasset,The price is $169,$189 total
"Holiday Inn Hasbrouck Heights-Meadowlands, an IHG Hotel",The price is $169,$194 total
Wyndham Garden Totowa,The price is $169,$194 total
Asiatic Hotel by LaGuardia Airport,The price is $169,$197 total
"Home2 Suites by Hilton Wayne, NJ",The price is $169,$194 total
Home2 Suites by Hilton Newark Airport,The price is $169,$195 total
Entire Luxury 2 Bedroom Near NY/EWR With Workspace,The price is $170,$264 total
Lovely 2 bedrooms near NYC/EWR Newark,The price is $170,$264 total
Ramada by Wyndham Jersey City,The price is $170,$198 total
Ravel Hotel Trademark Collection by Wyndham,The price is $170,$199 total
Wheeler Hotel,The price is $170,$199 total
Hotel Opus Bronx,The price is $170,$199 total
7 Days Hotel Bronx,The price is $170,$199 total
Hampton Inn & Suites Teaneck Glenpointe,The price is $171,$195 total
King Hotel Brooklyn Sunset Park,The price is $171,$204 total
"Avion Inn Near LGA Airport, Ascend Hotel Collection",The price is $172,$201 total
Fairfield Inn by Marriott LaGuardia Airport/Flushing,The price is $174,$203 total
Luxuriously Comfortable Suite,The price is $175,$200 total
Home away from Home,The price is $175,$220 total
Best Western Gregory Hotel,The price is $175,$205 total
Courtyard by Marriott Paramus,The price is $176,$202 total
Wyndham Garden North Bergen Near Secaucus,The price is $176,$207 total
La Quinta Inn & Suites by Wyndham Secaucus Meadowlands,The price is $177,$209 total
Hampton Inn & Suites Staten Island,The price is $178,$207 total
Best Western Jamaica Inn,The price is $178,$208 total
Hilton Garden Inn Springfield,The price is $179,$208 total
Best Western Paramus Hotel & Suites,The price is $179,$205 total
John Hotel,The price is $179,$221 total
The Baltic Hotel,The price is $179,$220 total
Sky Hotel Flushing/LaGuardia Airport,The price is $179,$217 total
Royal Hotel Bronx,The price is $180,$210 total
Extended Stay America Suites Secaucus Meadowlands,The price is $180,$212 total
Hyatt Place Fair Lawn Paramus,The price is $181,$208 total
Hilton Woodcliff Lake,The price is $182,$208 total
Fairfield Inn & Suites by Marriott New York Staten Island,The price is $183,$213 total
Hilton Meadowlands,The price is $183,$216 total
Hyatt Place Fort Lee / George Washington Bridge,The price is $184,$211 total
"Holiday Inn Clark - Newark Area, an IHG Hotel",The price is $184,$211 total
"Holiday Inn Express Hotel & Suites Meadowlands Area, an IHG Hotel",The price is $184,$216 total
Comfort Suites Newark - Harrison,The price is $185,$213 total
Red Carpet Inn Elmwood Park,The price is $185,$212 total
Residence Inn Woodbridge Edison/Raritan Center,The price is $185,$212 total
Courtyard by Marriott Newark Elizabeth,The price is $186,$218 total
Residence Inn by Marriott East Rutherford Meadowlands,The price is $186,$219 total
Hotel Pergola JFK Airport,The price is $186,$217 total
DoubleTree by Hilton Fort Lee - George Washington Bridge,The price is $186,$213 total
Wyndham Garden LaGuardia South,The price is $186,$217 total
Homewood Suites by Hilton Edison Woodbridge,The price is $186,$213 total
The Vue Hotel Express,The price is $187,$231 total
Residence Inn by Marriott Saddle River,The price is $188,$215 total
Feather Factory,The price is $188,$219 total
The Flat NYC,The price is $188,$219 total
Westminster Hotel,The price is $188,$216 total
Delta Hotels by Marriott Woodbridge,The price is $188,$216 total
The Park Ave North,The price is $189,$220 total
Paris Suites Hotel,The price is $189,$220 total
Elmhurst Hotel,The price is $189,$220 total
Flushing Central Hotel,The price is $189,$220 total
Boutique Hotel in the Heart of Long Island's North Shore,The price is $189,$238 total
La Quinta Inn & Suites by Wyndham Clifton/Rutherford,The price is $189,$217 total
Courtyard by Marriott Lyndhurst Meadowlands,The price is $189,$222 total
"Holiday Inn Express & Suites Woodside Queens NYC, an IHG Hotel",The price is $189,$222 total
Best Western Fort Lee,The price is $189,$219 total
Americana Inn,The price is $190,$236 total
The Floral Park Motor Lodge,The price is $190,$216 total
Newark Hansbury Multi Level House,The price is $190,$219 total
DoubleTree by Hilton Hotel Newark Airport,The price is $191,$220 total
DoubleTree by Hilton Fairfield Hotel & Suites,The price is $191,$219 total
Hotel 365 Bronx,The price is $191,$223 total
DoubleTree by Hilton Newark Penn Station,The price is $191,$220 total
Cabana Hotel Yankee Stadium,The price is $193,$225 total
Hilton Short Hills,The price is $194,$222 total
YMCA West Side,The price is $194,$194 total
"The Westfield Inn, BW Signature Collection",The price is $195,$217 total
Embassy Suites Newark Airport,The price is $195,$223 total
The Grand Summit Hotel,The price is $195,$224 total
The One Boutique Hotel,The price is $195,$227 total
The Vue Inn Brooklyn,The price is $195,$227 total
Best Western Plus Brooklyn Bay Hotel,The price is $195,$228 total
Homewood Suites by Hilton Teaneck Glenpointe,The price is $196,$225 total
Residence Inn by Marriott Newark Elizabeth/Liberty International Airport,The price is $197,$231 total
The Kenilworth,The price is $197,$226 total
Canal Loft Hotel,The price is $198,$280 total
Hilton Garden Inn New York / Staten Island,The price is $198,$231 total
"Watt Hotel Rahway, Tapestry Collection by Hilton",The price is $199,$228 total
The Wilshire Grand Hotel,The price is $199,$228 total
Teaneck Marriott at Glenpointe,The price is $199,$228 total
"The L Hotel, Ascend Hotel Collection",The price is $199,$232 total
"Homewood Suites by Hilton Carle Place - Garden City, NY",The price is $200,$223 total
Chelsea Mews Guest House All Male,The price is $200,$233 total
Keansburg! Your Beach Home! Pet Friendly.,The price is $200,$353 total
Cambria Hotel West Orange,The price is $201,$230 total
Courtyard by Marriott Secaucus Meadowlands,The price is $201,$236 total
Hampton Inn Newark Airport,The price is $201,$232 total
Ramada by Wyndham Bronx,The price is $201,$235 total
Comfort Inn & Suites LaGuardia Airport,The price is $202,$235 total
Comfort Inn Brooklyn,The price is $203,$236 total
Fairfield Inn & Suites New York Queens/Fresh Meadows,The price is $203,$236 total
Hilton Garden Inn Wayne,The price is $203,$233 total
"avid Hotels Brooklyn Dyker Heights, an IHG Hotel",The price is $203,$239 total
Hilton Garden Inn Ridgefield Park,The price is $203,$233 total
"Hilton Garden Inn Westchester Dobbs Ferry, NY",The price is $204,$234 total
Courtyard by Marriott Yonkers Westchester County,The price is $206,$237 total
Residence Inn by Marriott Yonkers Westchester County,The price is $206,$237 total
Four Points by Sheraton Flushing,The price is $206,$240 total
Fairfield Inn & Suites by Marriott North Bergen,The price is $206,$242 total
Sonesta Simply Suites Nanuet,The price is $207,$231 total
"Holiday Inn Express Jamaica - JFK AirTrain - NYC, an IHG Hotel",The price is $208,$244 total
Five Towns Inn - JFK Airport,The price is $209,$233 total
Hotel Key LaGuardia Airport,The price is $209,$243 total
The Holland Hotel,The price is $209,$244 total
Casa Blanca Hotel Brooklyn,The price is $209,$244 total
Homewood Suites by Hilton Newark-Cranford,The price is $209,$240 total
The Parc Hotel,The price is $212,$246 total
"Insignia Hotel, Ascend Hotel Collection",The price is $212,$246 total
Howard Johnson by Wyndham North Bergen,The price is $212,$250 total
Relax in this cozy newly  built 3-bedroom unit with 2bathrooms.,The price is $213,$294 total
Hampton Inn & Suites Newark-Harrison-Riverwalk,The price is $214,$245 total
Extended Stay America Suites New York City LaGuardia Airport,The price is $214,$249 total
The Jane Hotel,The price is $216,$251 total
Royal Regency Hotel,The price is $216,$258 total
Aloft Secaucus Meadowlands,The price is $218,$256 total
Best Western Queens Gold Coast,The price is $218,$254 total
Extended Stay America Suites Secaucus New York City Area,The price is $218,$257 total
SpringHill Suites by Marriott East Rutherford Meadowlands/Carlstadt,The price is $219,$258 total
Hampton Inn & Suites Yonkers - Westchester,The price is $220,$253 total
Renaissance Newark Airport Hotel,The price is $220,$252 total
Comfort Inn JFK Airport,The price is $220,$256 total
Days Inn by Wyndham Elmsford / White Plains,The price is $221,$256 total
Extended Stay America Suites White Plains Elmsford,The price is $223,$255 total
"Crowne Plaza Saddle Brook, an IHG Hotel",The price is $223,$256 total
The Andrew Hotel,The price is $224,$250 total
Long Island Marriott,The price is $224,$250 total
Element Harrison - Newark,The price is $224,$257 total
Courtyard by Marriott Newark Downtown,The price is $224,$258 total
Hyatt Place Secaucus/Meadowlands,The price is $224,$264 total
Harmony Suites,The price is $224,$264 total
Rockaway Hotel Brooklyn,The price is $225,$262 total
Chelsea Inn,The price is $226,$331 total
Residence Inn By Marriott West Orange,The price is $227,$260 total
Sheridan Hotel,The price is $227,$264 total
SpringHill Suites by Marriott Tarrytown Westchester County,The price is $228,$261 total
Hilton Newark Airport,The price is $228,$262 total
"Viana Hotel and Spa, Trademark Collection by Wyndham",The price is $229,$255 total
Hilton Garden Inn Westbury,The price is $229,$255 total
Springhill Suites by Marriott Carle Place Garden City,The price is $229,$256 total
Comfort Inn Edgewater on Hudson River,The price is $229,$262 total
Courtyard by Marriott Montvale,The price is $229,$262 total
Residence Inn by Marriott Wayne,The price is $229,$262 total
Adria Hotel And Conference Center,The price is $229,$266 total
Residence Inn by Marriott New York JFK Airport,The price is $229,$266 total
Renaissance Meadowlands Hotel,The price is $229,$269 total
Hyatt Place New York/Yonkers,The price is $229,$263 total
Residence Inn Secaucus Meadowlands,The price is $229,$269 total
Hampton Inn & Suites Yonkers,The price is $230,$264 total
Wyndham Garden Brooklyn Sunset Park,The price is $232,$280 total
Hilton Garden Inn Secaucus/Meadowlands,The price is $234,$275 total
"The Roslyn, Tapestry Collection by Hilton",The price is $234,$261 total
Homewood Suites by Hilton Edgewater,The price is $237,$271 total
Comfort Inn Prospect Park - Brooklyn,The price is $237,$276 total
Homewood Suites by Hilton East Rutherford - Meadowlands,The price is $237,$279 total
Hampton Inn Garden City Long Island,The price is $237,$265 total
Comfort Inn & Suites near Stadium,The price is $239,$277 total
Red Lion Inn & Suites Long Island City,The price is $239,$278 total
Best Western Premier NYC Gateway Hotel,The price is $241,$285 total
Hampton Inn Paramus,The price is $244,$280 total
The Gatsby Hotel,The price is $246,$326 total
Orchard Street Hotel,The price is $246,$300 total
Courtyard by Marriott West Orange,The price is $246,$282 total
Corona Hotel,The price is $246,$286 total
"Candlewood Suites Secaucus - Meadowlands, an IHG Hotel",The price is $248,$291 total
Hotel Mulberry,The price is $249,$289 total
Best Western Plus Fairfield Executive Inn,The price is $249,$285 total
Peachtree Suites,The price is $249,$290 total
Midtown Convention Center Hotel,The price is $250,$305 total
Mam Homes ,The price is $250,$392 total
"Holiday Inn Express & Suites Jersey City North - Hoboken, an IHG Hotel",The price is $250,$292 total
"Club Quarters Hotel, World Trade Center",The price is $251,$292 total
World Center Hotel,The price is $251,$292 total
SpringHill Suites by Marriott New York JFK Airport/Jamaica,The price is $252,$293 total
Eurostars Wall Street,The price is $255,$296 total
"Holiday Inn Express Roslyn - Manhasset Area, an IHG Hotel",The price is $256,$289 total
Element Spring Valley,The price is $256,$285 total
Courtyard by Marriott New York Queens/Fresh Meadows,The price is $256,$297 total
Jazz On The Park Hostel,The price is $259,$301 total
Sleepy Hollow Hotel,The price is $259,$296 total
Ramada by Wyndham Flushing Queens,The price is $259,$301 total
Marco LaGuardia Hotel,The price is $259,$301 total
Best Western Mill River Manor,The price is $260,$290 total
Element New York Wood Ridge,The price is $260,$298 total
Courtyard Westbury Long Island,The price is $263,$293 total
Edge Hotel,The price is $263,$305 total
Sonesta White Plains Downtown,The price is $263,$323 total
Newark Liberty International Airport Marriott,The price is $265,$305 total
Sonesta Simply Suites Jersey City,The price is $266,$310 total
Courtyard by Marriott Edgewater NYC Area,The price is $269,$308 total
"Holiday Inn Express Maspeth, an IHG Hotel",The price is $269,$314 total
LaGuardia Plaza Hotel,The price is $269,$312 total
"Holiday Inn Express NYC Brooklyn - Sunset Park, an IHG Hotel",The price is $269,$314 total
TownePlace Suites by Marriott New York Long Island City/Manhattan View,The price is $270,$313 total
King Room in Brooklyn,The price is $270,$310 total
Sheraton Brooklyn New York Hotel,The price is $271,$315 total
Hyatt Centric Wall Street New York,The price is $271,$344 total
Hampton Inn New York - LaGuardia Airport,The price is $271,$315 total
Radisson Hotel JFK Airport,The price is $272,$315 total
Renaissance New York Harlem Hotel,The price is $272,$344 total
Residence Inn Orangeburg,The price is $275,$306 total
The Lodge Red Hook,The price is $275,$319 total
Element New York Times Square West,The price is $275,$319 total
"Envue, Autograph Collection",The price is $278,$319 total
Fairfield Inn by Marriott JFK Airport,The price is $278,$323 total
"Hotel Indigo Flushing, an IHG Hotel",The price is $278,$325 total
Midtown West Hotel,The price is $279,$339 total
"Vista LIC Hotel, BW Premier Collection",The price is $279,$324 total
Hilton Garden Inn Long Island City New York,The price is $282,$327 total
Hyatt House Jersey City,The price is $282,$329 total
Sheraton Lincoln Harbor Hotel,The price is $284,$326 total
La Quinta Inn & Suites by Wyndham Garden City,The price is $284,$317 total
"Holiday Inn Brooklyn Downtown, an IHG Hotel",The price is $284,$331 total
Hilton Garden Inn Queens/JFK Airport,The price is $284,$330 total
Millennium Downtown New York,The price is $287,$368 total
Chelsea Pines Inn,The price is $288,$333 total
Residence Inn by Marriott New York Downtown Manhattan/Financial District,The price is $288,$334 total
"Holiday Inn Express New Rochelle, an IHG Hotel",The price is $289,$331 total
Marriott Park Ridge,The price is $289,$331 total
Courtyard by Marriott New York Downtown Manhattan/Financial District,The price is $290,$336 total
"Club Quarters Hotel, Grand Central",The price is $294,$341 total
Hotel Boutique at Grand Central,The price is $294,$341 total
Artezen Hotel,The price is $296,$359 total
Millennium Hilton New York One UN Plaza,The price is $297,$374 total
The FIDI Hotel,The price is $297,$378 total
OYO Times Square,The price is $299,$390 total
Hotel 57,The price is $299,$393 total
Radio Hotel,The price is $302,$350 total
Courtyard by Marriott New York Manhattan/Midtown West,The price is $303,$351 total
"Club Quarters, Times Square - Midtown",The price is $304,$352 total
Hotel St. James,The price is $305,$354 total
Fairfield Inn New York Manhattan/Financial District,The price is $305,$354 total
Hampton Inn Manhattan Grand Central,The price is $307,$356 total
The Manhattan at Times Square Hotel,The price is $307,$396 total
Heritage Hotel,The price is $309,$358 total
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,The price is $309,$358 total
"The Cloud One New York-Downtown, by the Motel One Group",The price is $309,$358 total
"EVEN Midtown East Grand Central, an IHG Hotel",The price is $309,$385 total
Aloft Manhattan Downtown - Financial District,The price is $312,$362 total
Hotel Mimosa,The price is $313,$362 total
"Holiday Inn Express New York City- Wall Street, an IHG Hotel",The price is $313,$381 total
"Holiday Inn New York City - Wall Street, an IHG Hotel",The price is $313,$381 total
Hudson River Hotel,The price is $313,$363 total
Moxy NYC Downtown,The price is $314,$393 total
Broadway Plaza Hotel,The price is $314,$375 total
Renaissance New York Chelsea Hotel,The price is $314,$399 total
"Candlewood Suites New York City-Times Square, an IHG Hotel",The price is $314,$383 total
The Shelburne Sonesta New York,The price is $314,$409 total
Hampton Inn Manhattan-Seaport-Financial District,The price is $315,$365 total
Hotel 32 32,The price is $316,$395 total
HGU New York,The price is $319,$369 total
The Westin New York Grand Central,The price is $319,$404 total
Empire Hotel,The price is $319,$393 total
Park Central Hotel New York,The price is $319,$413 total
Hampton Inn New York Times Square,The price is $320,$371 total
The Michelangelo Hotel,The price is $322,$418 total
The Lex NYC,The price is $322,$406 total
Fairfield Inn & Suites New York Manhattan/Times Square South,The price is $322,$373 total
Ameritania Hotel at Times Square,The price is $323,$397 total
The Fifty Sonesta Select New York,The price is $324,$422 total
"Martinique New York on Broadway, Curio Collection by Hilton",The price is $325,$422 total
TownePlace Suites by Marriott New York Manhattan/Chelsea,The price is $325,$376 total
"Distrikt Hotel New York City, Tapestry Collection by Hilton",The price is $325,$400 total
"Staypineapple, An Artful Hotel, Midtown",The price is $326,$407 total
The Wall Street Inn,The price is $327,$378 total
Pestana CR7 Times Square,The price is $327,$404 total
Moxy NYC Times Square,The price is $329,$415 total
Sheraton Tribeca New York Hotel,The price is $329,$381 total
RIU Plaza Manhattan Times Square,The price is $329,$415 total
Hyatt Grand Central New York,The price is $330,$428 total
Motto by Hilton New York City Chelsea,The price is $330,$417 total
Madison LES Hotel,The price is $330,$405 total
Arlo SoHo,The price is $331,$412 total
Hilton Garden Inn New York/West 35th Street,The price is $331,$383 total
"Hotel Indigo NYC Financial District, an IHG Hotel",The price is $332,$386 total
Da Vinci Hotel,The price is $332,$384 total
Freehand New York,The price is $332,$419 total
Courtyard by Marriott New York Manhattan / Chelsea,The price is $334,$387 total
The Ridge Hotel,The price is $336,$458 total
"The Time New York, part of JdV by Hyatt",The price is $336,$423 total
Paramount Times Square,The price is $338,$431 total
Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,The price is $338,$391 total
CIVILIAN Hotel,The price is $339,$392 total
SoHo 54 Hotel,The price is $339,$427 total
SIXTY Lower East Side,The price is $339,$431 total
Aloft Harlem,The price is $341,$395 total
"The Lexington Hotel, Autograph Collection",The price is $341,$430 total
SpringHill Suites by Marriott New York Manhattan/Times Square South,The price is $341,$397 total
Comfort Inn Manhattan - Midtown West,The price is $341,$395 total
Aliz Hotel Times Square,The price is $341,$429 total
"Gild Hall, A Thompson Hotel",The price is $342,$451 total
Wingate by Wyndham New York Midtown South/5th Ave,The price is $344,$398 total
Night Hotel Broadway,The price is $344,$414 total
Hotel and the City-Midtown,The price is $345,$399 total
The Benjamin Royal Sonesta New York,The price is $346,$447 total
DoubleTree by Hilton New York Downtown,The price is $347,$401 total
Redford Hotel,The price is $347,$417 total
Cambria Hotel New York - Chelsea,The price is $348,$402 total
Omni Berkshire Place,The price is $348,$437 total
The Gallivant Times Square,The price is $349,$421 total
Hampton Inn Manhattan-35th St/Empire State Bldg,The price is $349,$404 total
Hotel Edison Times Square,The price is $349,$444 total
Mondrian Park Avenue,The price is $349,$440 total
Collective Governors Island,The price is $350,$460 total
Courtyard by Marriott New York World Trade Center Area,The price is $350,$405 total
Fairfield Inn by Marriott New York Manhattan/Times Square,The price is $350,$405 total
The Solita Soho Hotel,The price is $351,$429 total
SpringHill Suites by Marriott New York Manhattan/Chelsea,The price is $351,$408 total
TBA Times Square,The price is $351,$411 total
